Texas Education Agency

Total Enrollment Counts in Student Program and Special Populations Reports

PEIMS Data 2022-2023

"SCOPE","AGGREGATION LEVEL","YEAR","CAMPUS NUMBER","CAMPUS NAME","GRADE GROUP","DISTRICT NUMBER","DISTRICT NAME","REGION","COUNTY NUMBER","COUNTY NAME","ALL ENROLLMENT","AT RISK","BILINGUAL","DYSLEXIC","ECONOMICALLY DISADVANTAGED","EMERGENT BILINGUAL/ENGLISH LEARNER","ESL","FOSTER CARE","GIFTED & TALENTED","HOMELESS","MILITARY CONNECTED","SECTION 504","SPECIAL EDUCATION","TITLE I"
"STATE","CAMPUS","2022-2023",107906003,"MALAKOFF ALTERNATIVE PROGRAM (MAP)","HIGH SCHOOL",107906,"MALAKOFF ISD",07,107,"HENDERSON COUNTY","<10",-999,0,-999,-999,0,0,-999,0,0,0,-999,-999,0
"STATE","CAMPUS","2022-2023",107906102,"MALAKOFF EL","ELEMENTARY",107906,"MALAKOFF ISD",07,107,"HENDERSON COUNTY",457,150,0,34,341,37,37,-999,18,0,18,29,70,457
"STATE","CAMPUS","2022-2023",107906001,"MALAKOFF H S","HIGH SCHOOL",107906,"MALAKOFF ISD",07,107,"HENDERSON COUNTY",378,174,0,-999,235,14,-999,0,24,0,25,34,39,378
"STATE","CAMPUS","2022-2023",107906041,"MALAKOFF MIDDLE","MIDDLE SCHOOL",107906,"MALAKOFF ISD",07,107,"HENDERSON COUNTY",323,144,0,18,231,13,-999,-999,21,0,-999,35,51,323
"STATE","CAMPUS","2022-2023",079907156,"MALALA YOUSAFZAI","ELEMENTARY",079907,"FORT BEND ISD",04,079,"FORT BEND COUNTY",1093,428,0,12,294,407,398,0,85,0,12,16,96,0
"STATE","CAMPUS","2022-2023",109908101,"MALONE EL","ELEMENTARY",109908,"MALONE ISD",12,109,"HILL COUNTY",128,92,0,-999,111,74,43,0,-999,28,0,-999,20,0
"STATE","CAMPUS","2022-2023",019910101,"MALTA EL","ELEMENTARY",019910,"MALTA ISD",08,019,"BOWIE COUNTY",220,50,0,19,103,0,0,0,24,0,0,-999,28,220
"STATE","CAMPUS","2022-2023",111901107,"MAMBRINO SCHOOL","ELEMENTARY",111901,"GRANBURY ISD",11,111,"HOOD COUNTY",886,280,0,62,473,29,26,-999,73,-999,-999,80,198,886
"STATE","CAMPUS","2022-2023",057844101,"MANARA ACADEMY","ELEMENTARY",057844,"MANARA ACADEMY",10,057,"DALLAS COUNTY",161,108,0,-999,103,100,100,0,0,0,0,-999,-999,161
"STATE","CAMPUS","2022-2023",057844001,"MANARA LEADERSHIP ACADEMY","HIGH SCHOOL",057844,"MANARA ACADEMY",10,057,"DALLAS COUNTY",114,76,0,-999,57,62,61,0,0,0,0,-999,-999,114
"STATE","CAMPUS","2022-2023",057844102,"MANARA STEM ACADEMY - ARLINGTON","ELEMENTARY",057844,"MANARA ACADEMY",10,057,"DALLAS COUNTY",218,120,0,-999,124,111,110,0,0,0,0,-999,18,218
"STATE","CAMPUS","2022-2023",236902042,"MANCE PARK MIDDLE","JUNIOR HIGH SCHOOL",236902,"HUNTSVILLE ISD",06,236,"WALKER COUNTY",904,542,0,89,668,178,105,0,46,40,-999,120,131,892
"STATE","CAMPUS","2022-2023",101912460,"MANDARIN IMMERSION MAGNET SCHOOL","ELEMENTARY",101912,"HOUSTON ISD",04,101,"HARRIS COUNTY",739,260,368,13,204,197,41,0,334,-999,-999,22,34,-999
"STATE","CAMPUS","2022-2023",079901111,"MANFORD WILLIAMS EL","ELEMENTARY",079901,"LAMAR CISD",04,079,"FORT BEND COUNTY",706,333,0,17,520,218,165,-999,68,10,0,21,96,706
"STATE","CAMPUS","2022-2023",188901046,"MANN MIDDLE","MIDDLE SCHOOL",188901,"AMARILLO ISD",16,188,"POTTER COUNTY",458,330,0,39,423,159,153,0,15,24,-999,28,82,458
"STATE","CAMPUS","2022-2023",221901045,"MANN MIDDLE","MIDDLE SCHOOL",221901,"ABILENE ISD",14,221,"TAYLOR COUNTY",879,606,0,45,679,81,80,-999,78,50,21,69,159,50
"STATE","CAMPUS","2022-2023",227907101,"MANOR EL","ELEMENTARY",227907,"MANOR ISD",13,227,"TRAVIS COUNTY",357,225,156,0,310,198,35,0,0,-999,15,0,46,352
"STATE","CAMPUS","2022-2023",227907002,"MANOR EXCEL ACADEMY","HIGH SCHOOL",227907,"MANOR ISD",13,227,"TRAVIS COUNTY",113,113,0,-999,85,35,25,0,-999,-999,0,22,12,112
"STATE","CAMPUS","2022-2023",227907001,"MANOR H S","HIGH SCHOOL",227907,"MANOR ISD",13,227,"TRAVIS COUNTY",2280,1750,0,94,1517,969,380,-999,198,30,10,172,244,23
"STATE","CAMPUS","2022-2023",014906044,"MANOR MIDDLE","MIDDLE SCHOOL",014906,"KILLEEN ISD",12,014,"BELL COUNTY",614,439,0,64,461,123,114,-999,18,-999,91,72,139,614
"STATE","CAMPUS","2022-2023",227907041,"MANOR MIDDLE","MIDDLE SCHOOL",227907,"MANOR ISD",13,227,"TRAVIS COUNTY",469,402,0,28,365,218,96,-999,-999,-999,-999,39,67,-999
"STATE","CAMPUS","2022-2023",227907004,"MANOR NEW TECHNOLOGY HIGH","HIGH SCHOOL",227907,"MANOR ISD",13,227,"TRAVIS COUNTY",584,400,0,25,319,196,148,0,135,-999,0,54,35,-999
"STATE","CAMPUS","2022-2023",227907043,"MANOR NEW TECHNOLOGY MIDDLE","MIDDLE SCHOOL",227907,"MANOR ISD",13,227,"TRAVIS COUNTY",715,573,0,48,424,286,78,-999,178,-999,-999,64,54,-999
"STATE","CAMPUS","2022-2023",220908008,"MANSFIELD FRONTIER STEM ACADEMY","HIGH SCHOOL",220908,"MANSFIELD ISD",11,220,"TARRANT COUNTY",238,-999,0,-999,47,-999,0,0,116,0,11,21,-999,0
"STATE","CAMPUS","2022-2023",220908003,"MANSFIELD H S","HIGH SCHOOL",220908,"MANSFIELD ISD",11,220,"TARRANT COUNTY",2619,927,0,106,866,130,74,-999,263,11,94,234,268,0
"STATE","CAMPUS","2022-2023",220908007,"MANSFIELD LAKE RIDGE H S","HIGH SCHOOL",220908,"MANSFIELD ISD",11,220,"TARRANT COUNTY",2653,841,0,83,749,77,35,-999,197,-999,143,211,204,0
"STATE","CAMPUS","2022-2023",220908005,"MANSFIELD LEGACY H S","HIGH SCHOOL",220908,"MANSFIELD ISD",11,220,"TARRANT COUNTY",2522,896,0,131,1200,221,153,-999,198,-999,92,307,265,0
"STATE","CAMPUS","2022-2023",220908002,"MANSFIELD SUMMIT H S","HIGH SCHOOL",220908,"MANSFIELD ISD",11,220,"TARRANT COUNTY",1856,747,0,60,1273,175,120,-999,111,20,48,110,218,1856
"STATE","CAMPUS","2022-2023",220908004,"MANSFIELD TIMBERVIEW H S","HIGH SCHOOL",220908,"MANSFIELD ISD",11,220,"TARRANT COUNTY",1864,702,0,58,1045,127,71,-999,97,14,27,114,195,1864
"STATE","CAMPUS","2022-2023",084906104,"MANUEL GUAJARDO JR EL","ELEMENTARY",084906,"TEXAS CITY ISD",04,084,"GALVESTON COUNTY",532,161,0,40,403,15,10,-999,41,24,-999,12,123,532
"STATE","CAMPUS","2022-2023",220905114,"MANUEL JARA EL","ELEMENTARY",220905,"FORT WORTH ISD",11,220,"TARRANT COUNTY",580,491,305,50,538,328,-999,0,16,12,-999,62,66,580
"STATE","CAMPUS","2022-2023",020901002,"MANVEL H S","HIGH SCHOOL",020901,"ALVIN ISD",04,020,"BRAZORIA COUNTY",2607,1307,0,121,1494,357,348,-999,115,24,29,189,298,24
"STATE","CAMPUS","2022-2023",020901047,"MANVEL J H","MIDDLE SCHOOL",020901,"ALVIN ISD",04,020,"BRAZORIA COUNTY",934,491,10,63,502,198,178,-999,142,-999,-999,101,115,934
"STATE","CAMPUS","2022-2023",031901055,"MANZANO MIDDLE","MIDDLE SCHOOL",031901,"BROWNSVILLE ISD",01,031,"CAMERON COUNTY",905,585,0,112,747,221,206,-999,171,19,28,126,164,905
"STATE","CAMPUS","2022-2023",057905181,"MAPLE LAWN EL","ELEMENTARY",057905,"DALLAS ISD",10,057,"DALLAS COUNTY",502,299,224,27,486,212,-999,-999,53,53,-999,26,61,502
"STATE","CAMPUS","2022-2023",101913119,"MAPLEBROOK EL","ELEMENTARY",101913,"HUMBLE ISD",04,101,"HARRIS COUNTY",592,254,0,60,310,50,45,-999,25,-999,73,32,98,-999
"STATE","CAMPUS","2022-2023",227901122,"MAPLEWOOD EL","ELEMENTARY",227901,"AUSTIN ISD",13,227,"TRAVIS COUNTY",402,64,68,14,116,28,14,0,40,0,0,19,51,0
"STATE","CAMPUS","2022-2023",022902001,"MARATHON INDEPENDENT SCHOOL DIST","ELEMENTARY / SECONDARY",022902,"MARATHON ISD",18,022,"BREWSTER COUNTY",59,13,0,-999,36,0,0,0,-999,0,0,-999,-999,59
"STATE","CAMPUS","2022-2023",027904101,"MARBLE FALLS EL","ELEMENTARY",027904,"MARBLE FALLS ISD",13,027,"BURNET COUNTY",570,160,0,-999,402,37,33,10,24,18,-999,19,85,570
"STATE","CAMPUS","2022-2023",027904001,"MARBLE FALLS H S","HIGH SCHOOL",027904,"MARBLE FALLS ISD",13,027,"BURNET COUNTY",1145,687,0,77,698,234,206,13,107,25,-999,146,165,1145
"STATE","CAMPUS","2022-2023",027904041,"MARBLE FALLS MIDDLE","MIDDLE SCHOOL",027904,"MARBLE FALLS ISD",13,027,"BURNET COUNTY",911,583,0,72,611,195,195,16,74,32,-999,121,171,911
"STATE","CAMPUS","2022-2023",108908104,"MARCELL EL","ELEMENTARY",108908,"MISSION CISD",01,108,"HIDALGO COUNTY",423,363,110,21,356,145,25,-999,26,0,14,31,48,423
"STATE","CAMPUS","2022-2023",101902145,"MARCELLA EL","ELEMENTARY",101902,"ALDINE ISD",04,101,"HARRIS COUNTY",607,576,161,28,591,423,35,0,11,-999,0,27,68,607
"STATE","CAMPUS","2022-2023",108909134,"MARCIA R GARZA","ELEMENTARY",108909,"PHARR-SAN JUAN-ALAMO ISD",01,108,"HIDALGO COUNTY",664,648,386,-999,656,385,0,0,17,-999,0,36,42,664
"STATE","CAMPUS","2022-2023",061902002,"MARCUS H S","HIGH SCHOOL",061902,"LEWISVILLE ISD",11,061,"DENTON COUNTY",3005,839,0,210,334,132,118,-999,580,-999,93,448,376,0
"STATE","CAMPUS","2022-2023",057905182,"MARCUS LEADERSHIP ACADEMY","ELEMENTARY",057905,"DALLAS ISD",10,057,"DALLAS COUNTY",644,593,575,41,630,588,-999,-999,106,-999,-999,28,47,644
"STATE","CAMPUS","2022-2023",043903101,"MARCY B LYKINS EL","ELEMENTARY",043903,"CELINA ISD",10,043,"COLLIN COUNTY",708,248,44,54,156,101,31,0,36,-999,53,-999,102,708
"STATE","CAMPUS","2022-2023",114901110,"MARCY EL","ELEMENTARY",114901,"BIG SPRING ISD",18,114,"HOWARD COUNTY",360,232,22,-999,275,44,0,-999,11,-999,-999,-999,56,360
"STATE","CAMPUS","2022-2023",189901001,"MARFA SCHOOLS","ELEMENTARY / SECONDARY",189901,"MARFA ISD",18,189,"PRESIDIO COUNTY",233,142,0,-999,113,39,38,0,-999,0,-999,-999,36,233
"STATE","CAMPUS","2022-2023",057905152,"MARGARET B HENDERSON EL","ELEMENTARY",057905,"DALLAS ISD",10,057,"DALLAS COUNTY",352,243,218,10,323,227,0,0,57,-999,0,-999,30,352
"STATE","CAMPUS","2022-2023",019912102,"MARGARET FISCHER DAVIS EL","ELEMENTARY",019912,"PLEASANT GROVE ISD",08,019,"BOWIE COUNTY",530,192,0,-999,240,28,28,0,16,-999,23,11,64,530
"STATE","CAMPUS","2022-2023",084910107,"MARGARET S MCWHIRTER EL","ELEMENTARY",084910,"CLEAR CREEK ISD",04,084,"GALVESTON COUNTY",789,582,464,25,621,423,36,0,73,33,18,15,114,789
"STATE","CAMPUS","2022-2023",174904005,"MARGIE CHUMBLEY ACADEMY FOR SUCCESS","HIGH SCHOOL",174904,"NACOGDOCHES ISD",07,174,"NACOGDOCHES COUNTY",75,75,0,-999,66,20,19,-999,0,0,0,-999,10,0
"STATE","CAMPUS","2022-2023",015907149,"MARGIL EL","ELEMENTARY",015907,"SAN ANTONIO ISD",20,015,"BEXAR COUNTY",436,348,121,12,423,121,0,0,-999,103,-999,-999,76,436
"STATE","CAMPUS","2022-2023",071902177,"MARGUERITE J LUNDY EL","ELEMENTARY",071902,"EL PASO ISD",19,071,"EL PASO COUNTY",801,327,432,46,165,197,28,0,184,0,60,42,76,0
"STATE","CAMPUS","2022-2023",108902114,"MARIA ALICIA P MUNOZ EL","ELEMENTARY",108902,"DONNA ISD",01,108,"HIDALGO COUNTY",754,682,496,-999,736,551,0,0,41,107,-999,10,52,754
"STATE","CAMPUS","2022-2023",101903130,"MARIA DEL CARMEN MARTINEZ EARLY LEARNING CENTER","ELEMENTARY",101903,"ALIEF ISD",04,101,"HARRIS COUNTY",403,293,270,0,375,289,18,0,0,16,-999,-999,21,403
"STATE","CAMPUS","2022-2023",057905272,"MARIA MORENO STEAM ACADEMY","ELEMENTARY",057905,"DALLAS ISD",10,057,"DALLAS COUNTY",356,211,169,26,334,180,0,-999,49,-999,-999,-999,58,356
"STATE","CAMPUS","2022-2023",220910104,"MARILYN MILLER LANGUAGE ACADEMY","ELEMENTARY",220910,"LAKE WORTH ISD",11,220,"TARRANT COUNTY",507,386,164,-999,483,214,29,-999,15,-999,11,-999,63,507
"STATE","CAMPUS","2022-2023",220905085,"MARINE CREEK COLLEGIATE H S","HIGH SCHOOL",220905,"FORT WORTH ISD",11,220,"TARRANT COUNTY",351,165,0,15,296,100,84,0,131,-999,12,23,-999,351
"STATE","CAMPUS","2022-2023",220910103,"MARINE CREEK LEADERSHIP ACADEMY","ELEMENTARY",220910,"LAKE WORTH ISD",11,220,"TARRANT COUNTY",371,163,0,-999,337,72,54,-999,10,-999,-999,-999,54,371
"STATE","CAMPUS","2022-2023",220918046,"MARINE CREEK MIDDLE","MIDDLE SCHOOL",220918,"EAGLE MT-SAGINAW ISD",11,220,"TARRANT COUNTY",983,576,0,81,610,168,154,-999,62,10,70,83,133,0
"STATE","CAMPUS","2022-2023",094904003,"MARION ALTERNATIVE CENTER","ELEMENTARY / SECONDARY",094904,"MARION ISD",20,094,"GUADALUPE COUNTY",10,-999,0,-999,-999,0,0,-999,-999,0,0,-999,-999,0
"STATE","CAMPUS","2022-2023",094904001,"MARION H S","HIGH SCHOOL",094904,"MARION ISD",20,094,"GUADALUPE COUNTY",456,174,0,26,166,24,11,-999,43,-999,15,53,-999,0
"STATE","CAMPUS","2022-2023",094904041,"MARION MIDDLE","MIDDLE SCHOOL",094904,"MARION ISD",20,094,"GUADALUPE COUNTY",372,162,0,40,151,28,27,-999,29,-999,16,41,64,372
"STATE","CAMPUS","2022-2023",061902138,"MARJORY VICKERY EL","ELEMENTARY",061902,"LEWISVILLE ISD",11,061,"DENTON COUNTY",622,484,342,53,487,408,92,0,29,12,-999,22,127,622
"STATE","CAMPUS","2022-2023",015907163,"MARK TWAIN DUAL LANGUAGE ACADEMY","ELEMENTARY",015907,"SAN ANTONIO ISD",20,015,"BEXAR COUNTY",608,437,602,17,346,293,0,-999,91,-999,42,14,62,608
"STATE","CAMPUS","2022-2023",020901103,"MARK TWAIN EL","ELEMENTARY",020901,"ALVIN ISD",04,020,"BRAZORIA COUNTY",670,432,209,24,522,257,48,0,18,13,15,22,100,670
"STATE","CAMPUS","2022-2023",057916115,"MARK TWAIN EL","ELEMENTARY",057916,"RICHARDSON ISD",10,057,"DALLAS COUNTY",473,397,193,19,384,288,64,0,27,10,-999,20,55,473
"STATE","CAMPUS","2022-2023",057905220,"MARK TWAIN SCHOOL FOR THE TALENTED AND GIFTED","ELEMENTARY",057905,"DALLAS ISD",10,057,"DALLAS COUNTY",206,67,55,-999,161,49,-999,0,91,-999,-999,-999,12,206
"STATE","CAMPUS","2022-2023",101912483,"MARK WHITE EL","ELEMENTARY",101912,"HOUSTON ISD",04,101,"HARRIS COUNTY",640,437,302,11,472,328,68,0,34,-999,0,16,51,640
"STATE","CAMPUS","2022-2023",158902102,"MARKHAM EL","ELEMENTARY",158902,"TIDEHAVEN ISD",03,158,"MATAGORDA COUNTY",254,62,0,-999,155,-999,-999,0,16,0,-999,-999,43,254
"STATE","CAMPUS","2022-2023",073903103,"MARLIN EL","ELEMENTARY",073903,"MARLIN ISD",12,073,"FALLS COUNTY",474,395,0,20,471,74,-999,-999,0,0,-999,-999,52,473
"STATE","CAMPUS","2022-2023",073903001,"MARLIN HIGH","HIGH SCHOOL",073903,"MARLIN ISD",12,073,"FALLS COUNTY",243,143,0,-999,241,38,-999,0,-999,0,-999,-999,25,243
"STATE","CAMPUS","2022-2023",073903041,"MARLIN MIDDLE","MIDDLE SCHOOL",073903,"MARLIN ISD",12,073,"FALLS COUNTY","<210",-999,0,-999,-999,48,0,-999,-999,0,-999,-999,-999,-999
"STATE","CAMPUS","2022-2023",073903005,"MARLIN OPPORTUNITY CENTER","HIGH SCHOOL",073903,"MARLIN ISD",12,073,"FALLS COUNTY","<10",-999,0,0,-999,0,0,0,0,0,0,0,-999,-999
"STATE","CAMPUS","2022-2023",061902056,"MARSHALL DURHAM MIDDLE","MIDDLE SCHOOL",061902,"LEWISVILLE ISD",11,061,"DENTON COUNTY",715,532,0,45,559,178,167,0,52,23,-999,44,174,715
"STATE","CAMPUS","2022-2023",102902006,"MARSHALL EARLY GRADUATION SCHOOL","HIGH SCHOOL",102902,"MARSHALL ISD",07,102,"HARRISON COUNTY",92,92,0,-999,86,10,-999,-999,-999,0,-999,18,11,92
"STATE","CAMPUS","2022-2023",102902110,"MARSHALL ECH CTR","ELEMENTARY",102902,"MARSHALL ISD",07,102,"HARRISON COUNTY",289,124,14,0,283,56,0,-999,0,15,0,0,25,289
"STATE","CAMPUS","2022-2023",101912480,"MARSHALL EL","ELEMENTARY",101912,"HOUSTON ISD",04,101,"HARRIS COUNTY",610,421,252,14,598,301,-999,0,23,-999,0,10,44,610
"STATE","CAMPUS","2022-2023",015915003,"MARSHALL H S","HIGH SCHOOL",015915,"NORTHSIDE ISD",20,015,"BEXAR COUNTY",2634,1435,0,95,1753,335,313,14,177,18,125,311,335,-999
"STATE","CAMPUS","2022-2023",102902001,"MARSHALL H S","HIGH SCHOOL",102902,"MARSHALL ISD",07,102,"HARRISON COUNTY",1434,922,0,33,1033,186,75,-999,152,-999,26,109,86,1434
"STATE","CAMPUS","2022-2023",102902041,"MARSHALL J H","MIDDLE SCHOOL",102902,"MARSHALL ISD",07,102,"HARRISON COUNTY",1105,737,0,44,842,289,120,-999,80,-999,42,83,99,1105
"STATE","CAMPUS","2022-2023",101917145,"MARSHALL KENDRICK MIDDLE","MIDDLE SCHOOL",101917,"PASADENA ISD",04,101,"HARRIS COUNTY",682,556,309,61,608,297,0,0,70,-999,-999,57,95,682
"STATE","CAMPUS","2022-2023",101912061,"MARSHALL MIDDLE","MIDDLE SCHOOL",101912,"HOUSTON ISD",04,101,"HARRIS COUNTY",607,488,10,32,587,240,201,0,45,-999,0,12,96,607
"STATE","CAMPUS","2022-2023",123910046,"MARSHALL MIDDLE","MIDDLE SCHOOL",123910,"BEAUMONT ISD",05,123,"JEFFERSON COUNTY",711,283,0,54,442,68,-999,0,53,17,34,75,87,711
"STATE","CAMPUS","2022-2023",161908102,"MART EL","ELEMENTARY",161908,"MART ISD",12,161,"MCLENNAN COUNTY",346,134,0,26,245,13,-999,0,28,-999,0,29,40,346
"STATE","CAMPUS","2022-2023",161908002,"MART H S","HIGH SCHOOL",161908,"MART ISD",12,161,"MCLENNAN COUNTY",242,120,0,17,171,10,-999,-999,17,-999,0,33,28,242
"STATE","CAMPUS","2022-2023",019907116,"MARTHA & JOSH MORRISS MATH & ENGINEERING EL","ELEMENTARY",019907,"TEXARKANA ISD",08,019,"BOWIE COUNTY",358,52,0,19,101,-999,-999,0,0,0,21,56,-999,0
"STATE","CAMPUS","2022-2023",043910145,"MARTHA HUNT EL","ELEMENTARY",043910,"PLANO ISD",10,043,"COLLIN COUNTY",577,156,0,21,74,90,86,0,66,-999,0,30,70,0
"STATE","CAMPUS","2022-2023",220908116,"MARTHA REID ACADEMY","ELEMENTARY",220908,"MANSFIELD ISD",11,220,"TARRANT COUNTY",499,149,0,29,252,71,69,-999,20,0,35,30,54,0
"STATE","CAMPUS","2022-2023",057905198,"MARTHA TURNER REILLY EL","ELEMENTARY",057905,"DALLAS ISD",10,057,"DALLAS COUNTY",494,235,241,38,361,193,-999,0,69,10,-999,21,60,494
"STATE","CAMPUS","2022-2023",126903103,"MARTI EL","ELEMENTARY",126903,"CLEBURNE ISD",11,126,"JOHNSON COUNTY",495,203,0,25,345,27,25,-999,21,27,18,21,73,495
"STATE","CAMPUS","2022-2023",235902118,"MARTIN DE LEON EL","ELEMENTARY",235902,"VICTORIA ISD",03,235,"VICTORIA COUNTY",541,237,0,32,325,15,15,-999,57,15,-999,38,73,541
"STATE","CAMPUS","2022-2023",015915189,"MARTIN EL","ELEMENTARY",015915,"NORTHSIDE ISD",20,015,"BEXAR COUNTY",518,391,123,-999,482,121,0,-999,27,-999,-999,-999,73,518
"STATE","CAMPUS","2022-2023",031901104,"MARTIN EL","ELEMENTARY",031901,"BROWNSVILLE ISD",01,031,"CAMERON COUNTY",438,300,150,12,384,156,-999,0,10,14,0,16,72,437
"STATE","CAMPUS","2022-2023",101903103,"MARTIN EL","ELEMENTARY",101903,"ALIEF ISD",04,101,"HARRIS COUNTY",715,603,458,31,648,561,86,-999,-999,19,-999,13,93,715
"STATE","CAMPUS","2022-2023",123910128,"MARTIN EL","ELEMENTARY",123910,"BEAUMONT ISD",05,123,"JEFFERSON COUNTY",486,362,0,-999,473,32,26,0,-999,24,-999,10,42,486
"STATE","CAMPUS","2022-2023",184903108,"MARTIN EL","ELEMENTARY",184903,"WEATHERFORD ISD",11,184,"PARKER COUNTY",497,135,0,54,128,-999,-999,-999,44,-999,42,13,119,0
"STATE","CAMPUS","2022-2023",220901005,"MARTIN H S","HIGH SCHOOL",220901,"ARLINGTON ISD",11,220,"TARRANT COUNTY",3789,1436,0,136,1590,275,217,-999,563,48,138,329,309,0
"STATE","CAMPUS","2022-2023",240901001,"MARTIN H S","HIGH SCHOOL",240901,"LAREDO ISD",01,240,"WEBB COUNTY",1914,1215,0,40,1887,1083,1010,-999,235,35,0,90,201,1914
"STATE","CAMPUS","2022-2023",178904050,"MARTIN MIDDLE","MIDDLE SCHOOL",178904,"CORPUS CHRISTI ISD",02,178,"NUECES COUNTY",441,406,0,16,413,107,0,0,0,11,-999,53,60,441
"STATE","CAMPUS","2022-2023",227901051,"MARTIN MIDDLE","JUNIOR HIGH SCHOOL",227901,"AUSTIN ISD",13,227,"TRAVIS COUNTY",296,247,-999,40,273,115,61,0,22,12,0,28,71,296
"STATE","CAMPUS","2022-2023",050910106,"MARTIN WALKER EL","ELEMENTARY",050910,"COPPERAS COVE ISD",12,050,"CORYELL COUNTY",378,183,0,42,226,15,14,0,17,-999,172,51,62,378
"STATE","CAMPUS","2022-2023",057905226,"MARTIN WEISS EL","ELEMENTARY",057905,"DALLAS ISD",10,057,"DALLAS COUNTY",467,313,261,13,459,270,0,0,66,13,0,-999,57,467
"STATE","CAMPUS","2022-2023",101912289,"MARTINEZ C EL","ELEMENTARY",101912,"HOUSTON ISD",04,101,"HARRIS COUNTY",280,175,67,15,276,78,-999,0,-999,16,0,-999,29,280
"STATE","CAMPUS","2022-2023",221901155,"MARTINEZ EL","ELEMENTARY",221901,"ABILENE ISD",14,221,"TAYLOR COUNTY",412,338,0,-999,388,19,19,-999,12,52,-999,12,80,412
"STATE","CAMPUS","2022-2023",101912298,"MARTINEZ R EL","ELEMENTARY",101912,"HOUSTON ISD",04,101,"HARRIS COUNTY",428,240,147,17,411,160,-999,0,14,-999,0,-999,50,428
"STATE","CAMPUS","2022-2023",234905101,"MARTINS MILL EL","ELEMENTARY",234905,"MARTINS MILL ISD",07,234,"VAN ZANDT COUNTY",284,125,0,29,152,32,32,-999,20,0,0,29,37,283
"STATE","CAMPUS","2022-2023",234905001,"MARTINS MILL H S","HIGH SCHOOL",234905,"MARTINS MILL ISD",07,234,"VAN ZANDT COUNTY",211,78,0,27,91,25,25,0,19,0,0,37,22,211
"STATE","CAMPUS","2022-2023",174909001,"MARTINSVILLE SCHOOL","ELEMENTARY / SECONDARY",174909,"MARTINSVILLE ISD",07,174,"NACOGDOCHES COUNTY",323,160,0,32,209,28,27,0,31,-999,-999,34,42,321
"STATE","CAMPUS","2022-2023",070912112,"MARVIN BIOMEDICAL ACADEMY","ELEMENTARY",070912,"WAXAHACHIE ISD",10,070,"ELLIS COUNTY",456,188,0,48,342,24,16,-999,20,-999,48,-999,84,456
"STATE","CAMPUS","2022-2023",057905033,"MARVIN E ROBINSON SCHOOL OF BUSINESS AND MGMT","HIGH SCHOOL",057905,"DALLAS ISD",10,057,"DALLAS COUNTY",447,162,18,-999,321,104,79,-999,212,-999,-999,11,-999,447
"STATE","CAMPUS","2022-2023",211902102,"MARY ALLEN EL","ELEMENTARY",211902,"STRATFORD ISD",16,211,"SHERMAN COUNTY",231,146,0,-999,143,81,43,0,0,0,-999,-999,21,229
"STATE","CAMPUS","2022-2023",079907143,"MARY AUSTIN HOLLEY EL","ELEMENTARY",079907,"FORT BEND ISD",04,079,"FORT BEND COUNTY",653,412,233,21,532,328,93,-999,16,10,15,-999,84,653
"STATE","CAMPUS","2022-2023",021902114,"MARY BRANCH EL","ELEMENTARY",021902,"BRYAN ISD",06,021,"BRAZOS COUNTY",617,454,179,23,513,182,-999,0,18,13,33,24,62,617
"STATE","CAMPUS","2022-2023",020901111,"MARY BURKS MAREK EL","ELEMENTARY",020901,"ALVIN ISD",04,020,"BRAZORIA COUNTY",705,329,94,13,316,110,76,-999,66,13,-999,19,80,705
"STATE","CAMPUS","2022-2023",009901101,"MARY DESHAZO EL","ELEMENTARY",009901,"MULESHOE ISD",17,009,"BAILEY COUNTY",290,189,128,11,255,128,0,-999,-999,0,-999,13,46,290
"STATE","CAMPUS","2022-2023",057907004,"MARY E SMITHEY PACE H S","HIGH SCHOOL",057907,"DUNCANVILLE ISD",10,057,"DALLAS COUNTY","<70",-999,0,-999,-999,-999,12,0,-999,-999,0,-999,-999,0
"STATE","CAMPUS","2022-2023",043901115,"MARY EVANS EL","ELEMENTARY",043901,"ALLEN ISD",10,043,"COLLIN COUNTY",756,161,0,52,-999,78,40,0,140,0,16,38,87,0
"STATE","CAMPUS","2022-2023",082902041,"MARY HARPER MIDDLE","MIDDLE SCHOOL",082902,"DILLEY ISD",20,082,"FRIO COUNTY",168,125,0,10,133,12,12,-999,12,21,0,16,44,168
"STATE","CAMPUS","2022-2023",220912114,"MARY HARRIS EL","ELEMENTARY",220912,"CROWLEY ISD",11,220,"TARRANT COUNTY",389,206,-999,11,339,26,-999,0,35,-999,-999,-999,56,389
"STATE","CAMPUS","2022-2023",178904104,"MARY HELEN BERLANGA EL","ELEMENTARY",178904,"CORPUS CHRISTI ISD",02,178,"NUECES COUNTY",499,354,51,29,457,62,0,-999,0,18,-999,30,79,499
"STATE","CAMPUS","2022-2023",108913041,"MARY HOGE MIDDLE","MIDDLE SCHOOL",108913,"WESLACO ISD",01,108,"HIDALGO COUNTY",938,825,0,56,873,418,409,-999,43,-999,-999,52,107,938
"STATE","CAMPUS","2022-2023",220908118,"MARY JO SHEPPARD EL","ELEMENTARY",220908,"MANSFIELD ISD",11,220,"TARRANT COUNTY",455,137,0,19,279,53,53,-999,-999,-999,35,22,78,455
